Geneid,Chr,Start,End,Strand,Length,barcode01_counts,barcode02_counts,barcode03_counts,barcode04_counts,barcode05_counts,barcode06_counts,barcode07_counts,barcode08_counts,barcode09_counts,barcode10_counts,barcode11_counts
TK2067,TS559_Genomic_Sequence.seq,1858517,1858948,-,432,0,0,1,5,5,0,0,0,0,0,0
TK2068,TS559_Genomic_Sequence.seq,1858929,1859138,-,210,1,1,2,2,6,0,0,0,0,0,0
TK2069,TS559_Genomic_Sequence.seq,1859187,1860473,-,1287,6,1,11,10,30,4,3,0,11,1,0
TK2070,TS559_Genomic_Sequence.seq,1860470,1861264,-,795,7,1,19,26,52,3,0,0,20,1,0
TK2071,TS559_Genomic_Sequence.seq,1861275,1862159,-,885,4,1,16,20,40,3,2,0,17,0,1
TK2072,TS559_Genomic_Sequence.seq,1862156,1863259,-,1104,7,0,11,13,38,6,3,0,22,0,3
TK2073,TS559_Genomic_Sequence.seq,1863645,1864022,+,378,0,0,6,8,14,0,0,0,6,0,0
TK2074,TS559_Genomic_Sequence.seq,1864029,1865084,+,1056,12,2,19,65,109,3,3,3,53,0,1
TK2075,TS559_Genomic_Sequence.seq,1865090,1865596,+,507,3,1,16,30,52,3,2,1,34,0,0
TK2076,TS559_Genomic_Sequence.seq,1865846,1868011,+,2166,14,0,49,44,74,22,3,5,91,1,2
TK2077,TS559_Genomic_Sequence.seq,1868017,1868517,+,501,3,0,8,9,7,0,0,1,8,0,0
TK2078,TS559_Genomic_Sequence.seq,1868608,1869096,+,489,2,0,10,20,4,2,1,1,19,0,0
TK2079,TS559_Genomic_Sequence.seq,1869207,1870235,+,1029,4,0,3,11,5,4,0,3,16,1,1
TK2080,TS559_Genomic_Sequence.seq,1870428,1870931,+,504,3,0,6,5,22,1,1,0,12,0,0
TK2081,TS559_Genomic_Sequence.seq,1870931,1871185,+,255,0,0,1,5,22,0,1,1,12,0,0
TK2082,TS559_Genomic_Sequence.seq,1871182,1871553,+,372,2,1,3,6,14,3,4,1,16,0,2
TK2083,TS559_Genomic_Sequence.seq,1871550,1871816,+,267,2,0,5,2,17,0,0,1,15,1,2
TK2084,TS559_Genomic_Sequence.seq,1871813,1872109,+,297,3,0,2,3,16,0,0,0,6,1,0
TK2085,TS559_Genomic_Sequence.seq,1872106,1872555,+,450,1,0,5,2,10,2,2,0,8,0,0
TK2086,TS559_Genomic_Sequence.seq,1872552,1872911,+,360,0,0,2,1,7,3,1,0,7,0,1
TK2087,TS559_Genomic_Sequence.seq,1872908,1874452,+,1545,3,1,8,3,26,6,7,0,16,0,2
TK2088,TS559_Genomic_Sequence.seq,1874445,1874801,+,357,3,0,6,9,24,3,3,0,16,0,0
TK2089,TS559_Genomic_Sequence.seq,1874839,1875369,+,531,4,0,6,15,38,6,4,0,27,1,2
TK2090,TS559_Genomic_Sequence.seq,1875366,1875935,+,570,4,2,9,9,37,5,0,2,13,1,3
TK2091,TS559_Genomic_Sequence.seq,1875932,1877212,+,1281,13,3,17,34,80,13,4,5,26,2,3
TK2092,TS559_Genomic_Sequence.seq,1877223,1878209,+,987,11,2,14,26,59,11,9,8,61,3,1
TK2093,TS559_Genomic_Sequence.seq,1878206,1878637,+,432,6,1,10,37,47,10,13,2,71,0,3
TK2094,TS559_Genomic_Sequence.seq,1878638,1879171,-,534,1,0,2,8,9,1,0,1,3,1,0
TK2095,TS559_Genomic_Sequence.seq,1879158,1879643,-,486,1,0,2,10,13,3,2,2,11,0,1
TK2096,TS559_Genomic_Sequence.seq,1879645,1880133,-,489,0,0,2,3,2,2,0,0,2,0,1
TK2097,TS559_Genomic_Sequence.seq,1880164,1880646,-,483,1,0,0,1,1,1,2,1,2,0,1
TK2098,TS559_Genomic_Sequence.seq,1880708,1881916,+,1209,1,0,13,4,12,1,0,0,2,0,0
TK2099,TS559_Genomic_Sequence.seq,1881917,1882450,+,534,1,0,5,3,4,2,0,1,2,0,0
TK2100,TS559_Genomic_Sequence.seq,1882531,1883523,+,993,2,3,9,25,12,5,5,2,1,0,0
TK2101,TS559_Genomic_Sequence.seq,1883664,1885001,+,1338,4,0,8,0,12,5,3,2,14,0,0
TK2102,TS559_Genomic_Sequence.seq,1885045,1885644,+,600,0,0,2,2,5,0,0,1,0,0,0
TK2103,TS559_Genomic_Sequence.seq,1885641,1885934,-,294,0,0,2,1,4,0,1,0,2,0,0
TK2104,TS559_Genomic_Sequence.seq,1885918,1886592,-,675,3,1,3,5,13,0,0,0,7,0,0
TK2105,TS559_Genomic_Sequence.seq,1886690,1886995,-,306,0,0,0,0,0,0,0,0,0,0,0
TK2106,TS559_Genomic_Sequence.seq,1887107,1888399,+,1293,3,2,5,14,8,3,4,0,8,1,1
TK2107,TS559_Genomic_Sequence.seq,1888380,1888886,-,507,0,0,1,0,3,1,1,0,1,0,0
TK2108,TS559_Genomic_Sequence.seq,1889017,1892400,+,3384,0,0,4,3,3,1,0,1,16,0,0
TK2109,TS559_Genomic_Sequence.seq,1892692,1893531,+,840,0,3,0,1,0,0,0,0,3,0,0
TK2110,TS559_Genomic_Sequence.seq,1893595,1894047,-,453,1,0,0,2,2,0,0,0,0,0,0
TK2111,TS559_Genomic_Sequence.seq,1894103,1894657,-,555,0,0,0,0,1,0,1,0,0,0,0
TK2112,TS559_Genomic_Sequence.seq,1894703,1895191,-,489,0,0,4,5,7,0,4,1,2,0,0
TK2113,TS559_Genomic_Sequence.seq,1895259,1896179,+,921,0,0,0,4,3,0,0,0,2,0,0
TK2114,TS559_Genomic_Sequence.seq,1896176,1897108,-,933,1,0,4,1,12,5,0,0,1,0,1
TK2115,TS559_Genomic_Sequence.seq,1897203,1897628,-,426,0,0,6,16,26,0,0,0,3,1,1
TK2116,TS559_Genomic_Sequence.seq,1897682,1898551,+,870,0,0,0,1,2,0,0,0,2,0,0
TK2117,TS559_Genomic_Sequence.seq,1898544,1899242,-,699,0,0,2,6,6,0,0,0,2,0,0
TK2118,TS559_Genomic_Sequence.seq,1899244,1899510,-,267,0,0,0,6,4,0,0,0,0,0,0
TK2119,TS559_Genomic_Sequence.seq,1899578,1900093,-,516,0,0,1,0,0,2,0,0,1,0,0
TK2120,TS559_Genomic_Sequence.seq,1900156,1901079,+,924,0,0,0,3,2,1,0,0,3,1,0
TK2121,TS559_Genomic_Sequence.seq,1901119,1901646,+,528,1,1,0,4,3,0,0,1,4,0,0
TK2122,TS559_Genomic_Sequence.seq,1901656,1902807,+,1152,0,0,1,4,3,1,0,1,4,0,1
TK2123,TS559_Genomic_Sequence.seq,1902810,1903835,+,1026,0,0,0,0,0,0,0,0,1,0,1
TK2124,TS559_Genomic_Sequence.seq,1903874,1904710,+,837,0,1,9,24,14,1,5,4,4,0,0
TK2125,TS559_Genomic_Sequence.seq,1904707,1905471,-,765,1,1,2,5,3,2,1,3,2,0,0
TK2126,TS559_Genomic_Sequence.seq,1905462,1906439,-,978,0,0,3,3,10,1,1,3,5,0,0
TK2127,TS559_Genomic_Sequence.seq,1906500,1907822,-,1323,0,0,1,5,7,0,1,0,2,0,0
TK2128,TS559_Genomic_Sequence.seq,1907890,1908387,+,498,0,0,0,1,1,0,0,0,0,0,0
TK2129,TS559_Genomic_Sequence.seq,1908420,1909100,+,681,0,0,0,4,10,1,0,0,3,0,0
TK2130,TS559_Genomic_Sequence.seq,1910392,1910919,+,528,1,1,5,13,13,1,3,0,8,0,1
TK2131,TS559_Genomic_Sequence.seq,1911024,1911275,+,252,2,0,0,2,12,4,0,0,0,0,0
TK2132,TS559_Genomic_Sequence.seq,1911294,1911848,-,555,0,1,1,0,2,1,0,0,1,0,0
TK2133,TS559_Genomic_Sequence.seq,1911845,1912423,-,579,0,0,2,3,5,0,0,0,1,0,0
TK2134,TS559_Genomic_Sequence.seq,1912760,1913185,-,426,4,2,12,30,35,7,1,2,6,0,0
TK2135,TS559_Genomic_Sequence.seq,1913255,1914508,-,1254,1,0,2,3,6,1,0,0,3,0,0
TK2136,TS559_Genomic_Sequence.seq,1914625,1914852,+,228,0,0,4,0,6,0,0,0,1,1,0
TK2137,TS559_Genomic_Sequence.seq,1914894,1915724,+,831,0,1,3,3,5,3,0,1,0,0,0
TK2138,TS559_Genomic_Sequence.seq,1915683,1916240,-,558,0,0,2,3,1,2,1,0,0,0,0
TK2139,TS559_Genomic_Sequence.seq,1916309,1917082,+,774,1,0,1,1,4,1,1,0,1,0,0
TK2140,TS559_Genomic_Sequence.seq,1917066,1918754,-,1689,2,0,11,6,13,1,3,0,8,0,0
TK2141,TS559_Genomic_Sequence.seq,1918802,1919704,-,903,0,0,1,4,3,0,0,1,1,0,0
TK2142,TS559_Genomic_Sequence.seq,1919780,1921438,-,1659,0,0,0,0,0,0,0,0,0,0,0
TK2143,TS559_Genomic_Sequence.seq,1921750,1922340,-,591,0,0,1,2,2,0,0,0,1,0,0
TK2144,TS559_Genomic_Sequence.seq,1922340,1922690,-,351,0,0,0,3,2,0,0,0,0,0,0
TK2145,TS559_Genomic_Sequence.seq,1922851,1924623,+,1773,6,2,15,11,37,9,1,0,4,0,0
TK2146,TS559_Genomic_Sequence.seq,1924634,1924939,+,306,0,0,5,3,11,1,1,0,2,0,0
TK2147,TS559_Genomic_Sequence.seq,1925089,1927398,+,2310,0,0,3,0,1,0,2,0,1,0,0
TK2148,TS559_Genomic_Sequence.seq,1927410,1928864,-,1455,0,0,1,12,6,1,1,0,2,0,0
TK2149,TS559_Genomic_Sequence.seq,1928946,1929293,+,348,0,0,2,1,3,0,0,0,2,0,0
TK2150,TS559_Genomic_Sequence.seq,1929290,1929961,+,672,0,0,7,6,8,0,1,0,3,0,0
TK2151,TS559_Genomic_Sequence.seq,1929908,1930363,-,456,1,1,8,7,9,1,0,0,4,0,1
TK2152,TS559_Genomic_Sequence.seq,1930665,1931300,+,636,0,0,1,3,3,0,0,0,0,0,0
TK2153,TS559_Genomic_Sequence.seq,1931301,1931597,-,297,0,0,0,2,2,0,0,0,0,0,0
TK2154,TS559_Genomic_Sequence.seq,1931679,1931951,+,273,0,0,1,1,1,0,0,0,0,0,0
TK2155,TS559_Genomic_Sequence.seq,1931942,1932424,+,483,0,0,2,0,0,0,0,0,0,0,0
TK2156,TS559_Genomic_Sequence.seq,1932402,1934108,-,1707,3,1,16,13,16,6,1,3,12,0,0
TK2157,TS559_Genomic_Sequence.seq,1934118,1935023,-,906,2,0,2,15,15,4,3,0,7,0,0
TK2158,TS559_Genomic_Sequence.seq,1935261,1936208,-,948,0,1,4,1,4,1,0,0,4,0,1
TK2159,TS559_Genomic_Sequence.seq,1936338,1937600,-,1263,0,0,1,3,3,1,0,0,4,0,0
TK2160,TS559_Genomic_Sequence.seq,1938001,1939332,+,1332,0,0,0,0,1,0,0,0,1,0,0
TK2161,TS559_Genomic_Sequence.seq,1939329,1940237,+,909,0,0,0,2,0,0,0,0,6,0,0
TK2162,TS559_Genomic_Sequence.seq,1940234,1940881,+,648,0,0,0,1,0,0,0,1,0,0,0
TK2163,TS559_Genomic_Sequence.seq,1940992,1942950,-,1959,4,2,12,12,32,10,3,4,19,0,0
TK2164,TS559_Genomic_Sequence.seq,1943103,1944230,-,1128,4,2,9,29,29,7,12,12,11,3,1
TK2165,TS559_Genomic_Sequence.seq,1944367,1944603,-,237,0,0,0,0,0,0,0,0,2,0,0
TK2166,TS559_Genomic_Sequence.seq,1945702,1946820,+,1119,2,0,2,9,17,1,1,0,2,0,1
TK2167,TS559_Genomic_Sequence.seq,1946901,1948208,+,1308,0,1,1,3,3,2,1,0,3,0,0
TK2168,TS559_Genomic_Sequence.seq,1948162,1950093,-,1932,1,1,4,5,7,3,0,3,2,0,0
TK2169,TS559_Genomic_Sequence.seq,1950199,1951566,+,1368,0,1,2,5,2,1,0,0,2,0,0
TK2170,TS559_Genomic_Sequence.seq,1951563,1952852,+,1290,1,0,0,8,6,1,1,1,2,0,0
TK2171,TS559_Genomic_Sequence.seq,1952923,1953582,+,660,1,0,0,1,3,0,0,0,1,0,0
TK2172,TS559_Genomic_Sequence.seq,1953627,1955768,+,2142,1,1,1,1,0,1,0,0,1,0,0
TK2173,TS559_Genomic_Sequence.seq,1955771,1956352,-,582,0,0,0,2,0,0,0,0,2,0,0
TK2174,TS559_Genomic_Sequence.seq,1956828,1957424,-,597,0,0,0,0,1,0,0,0,0,0,0
TK2175,TS559_Genomic_Sequence.seq,1957758,1958354,-,597,0,0,0,0,0,0,0,0,0,0,0
TK2176,TS559_Genomic_Sequence.seq,1958371,1959345,-,975,0,0,0,0,0,0,0,0,0,0,0
TK2177,TS559_Genomic_Sequence.seq,1959413,1960288,-,876,0,0,0,0,1,0,0,0,1,0,0
TK2178,TS559_Genomic_Sequence.seq,1960285,1964055,-,3771,0,0,0,2,2,1,0,1,2,0,0
TK2179,TS559_Genomic_Sequence.seq,1964247,1965032,+,786,0,0,0,0,0,1,0,0,1,0,0
TK2180,TS559_Genomic_Sequence.seq,1965273,1967777,+,2505,7,1,13,5,26,5,0,0,12,1,0
TK2181,TS559_Genomic_Sequence.seq,1967770,1969026,+,1257,1,0,4,4,10,9,0,0,2,1,0
TK2182,TS559_Genomic_Sequence.seq,1969178,1969636,+,459,1,0,0,2,5,1,0,0,1,0,0
TK2183,TS559_Genomic_Sequence.seq,1969642,1970046,+,405,0,0,1,4,1,1,1,0,0,0,0
TK2184,TS559_Genomic_Sequence.seq,1970056,1970769,+,714,1,0,2,4,6,1,0,0,0,0,0
TK2185,TS559_Genomic_Sequence.seq,1970876,1972225,+,1350,1,0,1,8,5,0,2,1,4,1,0
TK2186,TS559_Genomic_Sequence.seq,1972228,1972650,+,423,1,0,0,1,0,0,0,0,2,0,0
TK2187,TS559_Genomic_Sequence.seq,1972673,1973731,-,1059,0,0,1,0,2,0,0,0,2,0,0
TK2188,TS559_Genomic_Sequence.seq,1974078,1975391,+,1314,0,0,0,2,0,1,2,0,1,0,0
TK2189,TS559_Genomic_Sequence.seq,1975345,1975773,-,429,0,0,0,3,2,0,2,0,2,0,0
TK2190,TS559_Genomic_Sequence.seq,1975770,1976078,-,309,0,0,0,2,3,1,0,0,3,0,0
TK2191,TS559_Genomic_Sequence.seq,1976193,1976774,-,582,0,1,1,2,4,1,0,0,5,0,0
TK2192,TS559_Genomic_Sequence.seq,1976771,1977358,-,588,1,1,2,5,1,2,0,1,1,0,0
TK2193,TS559_Genomic_Sequence.seq,1977340,1978143,-,804,1,0,1,7,8,0,1,2,2,1,0
TK2194,TS559_Genomic_Sequence.seq,1978240,1978863,+,624,1,2,0,1,7,0,2,2,2,0,0
TK2195,TS559_Genomic_Sequence.seq,1978858,1979316,-,459,0,1,0,4,2,0,1,1,1,0,0
TK2196,TS559_Genomic_Sequence.seq,1979320,1980252,-,933,1,6,10,55,12,0,2,3,15,2,1
TK2197,TS559_Genomic_Sequence.seq,1980369,1981271,+,903,0,1,0,1,0,0,0,0,1,0,0
TK2198,TS559_Genomic_Sequence.seq,1981268,1981681,+,414,0,0,0,9,4,1,5,0,1,1,0
TK2199,TS559_Genomic_Sequence.seq,1981947,1982699,-,753,0,0,2,1,5,0,0,0,2,0,0
TK2200,TS559_Genomic_Sequence.seq,1982743,1984089,-,1347,6,1,14,26,42,11,8,5,31,0,1
TK2201,TS559_Genomic_Sequence.seq,1984325,1985896,+,1572,0,0,6,7,11,6,2,2,8,1,1
TK2202,TS559_Genomic_Sequence.seq,1985909,1987222,-,1314,0,0,1,1,0,0,1,2,1,0,0
TK2203,TS559_Genomic_Sequence.seq,1987257,1988045,-,789,0,0,0,7,1,3,0,0,4,0,0
TK2204,TS559_Genomic_Sequence.seq,1988086,1989282,-,1197,0,0,0,0,0,0,0,0,2,0,0
TK2205,TS559_Genomic_Sequence.seq,1989417,1990562,-,1146,1,0,3,1,3,0,0,0,1,0,0
TK2206,TS559_Genomic_Sequence.seq,1990552,1991655,-,1104,2,0,5,4,4,0,1,0,3,0,0
TK2207,TS559_Genomic_Sequence.seq,1991694,1992293,-,600,1,1,4,11,11,2,3,4,3,0,1
TK2208,TS559_Genomic_Sequence.seq,1992330,1993058,-,729,0,1,2,4,4,3,0,0,4,0,1
TK2209,TS559_Genomic_Sequence.seq,1993055,1994068,-,1014,0,0,0,2,4,3,1,0,2,0,0
TK2210,TS559_Genomic_Sequence.seq,1994105,1995436,-,1332,1,0,1,3,3,1,1,0,7,0,1
TK2211,TS559_Genomic_Sequence.seq,1995436,1998087,-,2652,1,0,2,6,3,4,2,1,17,0,1
TK2212,TS559_Genomic_Sequence.seq,1998084,1999466,-,1383,1,0,0,2,1,0,0,0,8,0,0
TK2213,TS559_Genomic_Sequence.seq,1999607,2001385,-,1779,0,0,1,8,3,4,1,2,2,1,0
TK2214,TS559_Genomic_Sequence.seq,2001585,2002085,+,501,0,1,1,4,7,1,0,0,2,0,0
TK2215,TS559_Genomic_Sequence.seq,2002085,2002591,+,507,0,0,2,5,1,1,0,0,1,0,0
TK2216,TS559_Genomic_Sequence.seq,2002594,2003433,-,840,0,0,0,1,0,0,0,1,0,0,0
TK2217,TS559_Genomic_Sequence.seq,2003562,2004749,-,1188,0,0,12,7,23,6,2,2,5,1,0
TK2218,TS559_Genomic_Sequence.seq,2004910,2007510,+,2601,1,0,7,18,13,3,1,2,5,0,0
TK2219,TS559_Genomic_Sequence.seq,2007516,2009015,+,1500,1,1,3,6,6,1,2,2,1,0,1
TK2220,TS559_Genomic_Sequence.seq,2009071,2010387,+,1317,0,2,0,6,1,1,0,0,4,0,1
TK2221,TS559_Genomic_Sequence.seq,2010446,2010688,+,243,0,2,0,1,0,0,1,0,0,0,0
TK2222,TS559_Genomic_Sequence.seq,2010685,2011941,-,1257,1,2,0,4,4,0,1,0,2,0,0
TK2223,TS559_Genomic_Sequence.seq,2011978,2012991,-,1014,0,0,1,1,3,3,0,3,3,0,0
TK2224,TS559_Genomic_Sequence.seq,2012894,2013910,-,1017,0,1,3,2,6,4,0,1,7,1,0
TK2225,TS559_Genomic_Sequence.seq,2014001,2014924,-,924,6,5,12,22,15,2,8,1,3,2,1
TK2226,TS559_Genomic_Sequence.seq,2015059,2015790,+,732,0,0,4,7,3,0,2,0,1,0,0
TK2227,TS559_Genomic_Sequence.seq,2015756,2017171,+,1416,1,0,12,5,6,2,1,1,4,0,0
TK2228,TS559_Genomic_Sequence.seq,2017168,2017554,-,387,0,0,5,1,0,0,0,0,1,0,0
TK2229,TS559_Genomic_Sequence.seq,2017551,2017775,-,225,0,0,0,1,0,0,0,0,0,0,0
TK2230,TS559_Genomic_Sequence.seq,2017842,2018024,+,183,0,0,0,0,0,0,0,0,0,0,0
TK2231,TS559_Genomic_Sequence.seq,2018132,2018794,-,663,1,0,2,1,1,0,0,0,0,0,0
TK2232,TS559_Genomic_Sequence.seq,2018804,2019439,-,636,4,0,2,3,3,0,1,0,0,0,0
TK2233,TS559_Genomic_Sequence.seq,2019526,2019891,+,366,1,1,4,12,5,0,2,1,8,1,1
TK2234,TS559_Genomic_Sequence.seq,2019864,2020583,+,720,1,0,2,3,8,1,0,1,6,0,0
TK2235,TS559_Genomic_Sequence.seq,2020638,2021480,+,843,3,1,2,19,13,1,0,0,12,0,0
TK2236,TS559_Genomic_Sequence.seq,2026805,2027281,+,477,1,0,15,2,16,0,0,0,1,0,0
TK2237,TS559_Genomic_Sequence.seq,2027292,2027858,+,567,2,0,20,3,23,2,2,2,3,0,0
TK2238,TS559_Genomic_Sequence.seq,2027852,2028463,-,612,0,0,4,2,11,0,2,0,1,0,0
TK2239,TS559_Genomic_Sequence.seq,2028511,2029383,-,873,2,1,4,4,5,3,0,0,5,0,2
TK2240,TS559_Genomic_Sequence.seq,2029516,2031096,+,1581,2,1,13,11,14,3,6,2,11,2,0
TK2241,TS559_Genomic_Sequence.seq,2031103,2031789,-,687,3,0,3,4,7,4,0,1,4,0,0
TK2242,TS559_Genomic_Sequence.seq,2031879,2032835,+,957,3,2,1,17,8,0,3,1,4,0,0
TK2243,TS559_Genomic_Sequence.seq,2032828,2033979,+,1152,2,2,12,12,20,1,2,2,10,0,0
TK2244,TS559_Genomic_Sequence.seq,2034039,2034623,+,585,0,0,1,1,6,2,1,0,2,0,0
TK2245,TS559_Genomic_Sequence.seq,2034700,2035614,+,915,0,0,1,2,6,0,1,0,2,0,0
TK2246,TS559_Genomic_Sequence.seq,2035669,2036589,+,921,0,1,3,2,3,0,1,0,2,0,0
TK2247,TS559_Genomic_Sequence.seq,2036589,2037764,+,1176,1,0,1,1,1,0,1,0,2,0,0
TK2248,TS559_Genomic_Sequence.seq,2037757,2038695,+,939,0,0,3,3,5,0,1,1,4,0,0
TK2249,TS559_Genomic_Sequence.seq,2038685,2039185,-,501,0,0,0,4,3,0,2,1,3,0,0
TK2250,TS559_Genomic_Sequence.seq,2039166,2040101,-,936,0,0,3,14,11,0,1,1,3,0,0
TK2251,TS559_Genomic_Sequence.seq,2040191,2041327,+,1137,0,0,0,1,2,0,1,1,0,0,0
TK2252,TS559_Genomic_Sequence.seq,2041379,2042572,-,1194,8,1,16,25,36,3,4,3,9,2,1
TK2253,TS559_Genomic_Sequence.seq,2042790,2043539,+,750,1,1,3,4,11,1,0,2,2,0,0
TK2254,TS559_Genomic_Sequence.seq,2043496,2044392,-,897,0,0,3,4,2,1,0,0,0,0,0
TK2255,TS559_Genomic_Sequence.seq,2044446,2045768,+,1323,0,1,3,19,3,0,2,0,7,0,0
TK2256,TS559_Genomic_Sequence.seq,2045775,2046149,+,375,0,0,0,3,3,0,1,0,1,0,0
TK2257,TS559_Genomic_Sequence.seq,2046146,2046682,-,537,2,0,3,4,11,3,1,2,8,0,0
TK2258,TS559_Genomic_Sequence.seq,2046689,2047468,-,780,1,1,4,10,12,1,0,1,3,1,0
TK2259,TS559_Genomic_Sequence.seq,2047475,2047840,-,366,1,0,1,4,7,0,0,0,2,0,0
TK2260,TS559_Genomic_Sequence.seq,2049075,2049983,+,909,0,0,0,0,3,0,1,0,1,0,0
TK2261,TS559_Genomic_Sequence.seq,2050033,2050269,+,237,0,0,0,0,1,1,0,0,1,0,0
TK2262,TS559_Genomic_Sequence.seq,2050257,2050667,+,411,0,0,0,1,0,0,0,0,1,0,0
TK2263,TS559_Genomic_Sequence.seq,2050664,2051383,+,720,0,0,3,5,1,3,0,1,5,0,0
TK2264,TS559_Genomic_Sequence.seq,2051478,2053628,-,2151,0,0,0,1,1,1,0,0,5,0,0
TK2265,TS559_Genomic_Sequence.seq,2054047,2054364,-,318,0,0,0,0,1,0,0,0,1,0,0
TK2266,TS559_Genomic_Sequence.seq,2054361,2055560,-,1200,1,1,2,0,3,1,0,1,6,0,0
TK2267,TS559_Genomic_Sequence.seq,2055573,2055836,-,264,2,1,0,7,9,0,2,0,2,1,0
TK2268,TS559_Genomic_Sequence.seq,2055846,2057024,-,1179,5,3,12,26,30,6,3,7,16,1,1
TK2269,TS559_Genomic_Sequence.seq,2057111,2057518,-,408,0,0,1,0,0,0,0,0,0,0,0
TK2270,TS559_Genomic_Sequence.seq,2057679,2057870,+,192,1,0,4,0,6,5,0,0,14,0,0
TK2271,TS559_Genomic_Sequence.seq,2057929,2059170,+,1242,0,3,20,1,38,14,1,0,22,0,0
TK2272,TS559_Genomic_Sequence.seq,2059197,2059967,+,771,0,0,6,2,1,3,1,0,6,0,0
TK2273,TS559_Genomic_Sequence.seq,2059954,2060280,+,327,1,0,0,0,1,0,0,0,1,0,0
TK2274,TS559_Genomic_Sequence.seq,2060366,2060815,-,450,0,0,1,0,1,0,0,0,1,0,0
TK2275,TS559_Genomic_Sequence.seq,2060817,2061335,-,519,0,0,5,4,3,0,0,0,1,1,0
TK2276,TS559_Genomic_Sequence.seq,212592,213233,+,642,0,0,1,0,0,0,0,0,0,0,0
TK2277,TS559_Genomic_Sequence.seq,2061340,2061942,-,603,0,0,2,4,3,0,0,0,1,0,0
TK2278,TS559_Genomic_Sequence.seq,2062008,2063156,-,1149,1,4,5,9,18,2,3,0,7,0,0
TK2279,TS559_Genomic_Sequence.seq,2063199,2064497,-,1299,0,1,4,4,3,0,1,1,5,0,0
TK2280,TS559_Genomic_Sequence.seq,2064600,2065286,+,687,0,0,1,3,0,0,0,0,0,0,0
TK2281,TS559_Genomic_Sequence.seq,2065351,2066112,+,762,0,0,0,0,3,0,0,2,0,0,0
TK2282,TS559_Genomic_Sequence.seq,2066112,2067566,+,1455,0,0,3,3,4,1,1,2,8,0,0
TK2283,TS559_Genomic_Sequence.seq,2067556,2067912,-,357,0,1,1,3,2,0,0,1,0,0,0
TK2284,TS559_Genomic_Sequence.seq,2067917,2068420,-,504,0,1,2,4,1,1,0,2,2,0,0
TK2285,TS559_Genomic_Sequence.seq,2068506,2069327,-,822,0,0,2,2,2,0,1,2,3,0,0
TK2286,TS559_Genomic_Sequence.seq,2069450,2069797,+,348,4,1,9,20,19,1,0,1,7,0,0
TK2287,TS559_Genomic_Sequence.seq,2069794,2070714,+,921,3,1,11,42,22,5,2,7,7,0,0
TK2288,TS559_Genomic_Sequence.seq,2070724,2071218,+,495,1,0,4,3,5,1,1,1,5,0,0
TK2289,TS559_Genomic_Sequence.seq,2071262,2071465,-,204,11,1,16,8,23,6,4,5,3,1,0
TK2290,TS559_Genomic_Sequence.seq,2071818,2073152,+,1335,5,3,21,95,38,14,31,21,19,2,0
TK2291,TS559_Genomic_Sequence.seq,2073294,2073890,+,597,0,1,1,2,1,0,0,0,0,0,0
TK2292,TS559_Genomic_Sequence.seq,2073927,2074130,-,204,0,0,1,3,1,0,1,0,1,0,0
TK2293,TS559_Genomic_Sequence.seq,2074256,2074687,+,432,0,0,0,0,0,0,0,0,0,0,0
TK2294,TS559_Genomic_Sequence.seq,2074723,2075391,+,669,1,0,2,1,3,2,1,0,5,0,0
TK2295,TS559_Genomic_Sequence.seq,2075431,2075880,+,450,0,0,0,0,0,0,1,0,0,0,0
TK2296,TS559_Genomic_Sequence.seq,2075892,2076692,-,801,0,0,0,1,1,0,1,0,1,0,1
TK2297,TS559_Genomic_Sequence.seq,2076729,2077754,-,1026,0,0,0,8,3,0,0,0,3,0,0
TK2298,TS559_Genomic_Sequence.seq,2078065,2079897,+,1833,19,14,41,190,159,25,20,34,36,2,3
TK2299,TS559_Genomic_Sequence.seq,2079915,2080625,+,711,2,0,13,19,16,9,6,5,8,1,0
TK2300,TS559_Genomic_Sequence.seq,2080647,2081003,-,357,0,0,2,2,3,2,1,2,1,0,0
TK2301,TS559_Genomic_Sequence.seq,2081016,2081735,-,720,1,0,0,2,1,1,0,0,0,0,0
TK2302,TS559_Genomic_Sequence.seq,2081785,2083035,-,1251,2,0,2,9,1,0,2,0,4,0,1
TK2303,TS559_Genomic_Sequence.seq,2083198,2084838,+,1641,1,0,0,2,5,1,2,0,26,0,1
TK2304,TS559_Genomic_Sequence.seq,2084944,2086296,-,1353,2,0,2,7,2,0,2,2,7,0,1
TK2305,TS559_Genomic_Sequence.seq,2086377,2086649,+,273,0,0,0,2,2,0,0,0,8,0,0
TK2306,TS559_Genomic_Sequence.seq,2086633,2087105,+,473,0,0,0,1,1,0,0,0,4,0,0
Tko-sR01,TS559_Genomic_Sequence.seq,51416,51475,-,60,2,0,3,6,11,0,0,0,1,0,0
Tko-sR02,TS559_Genomic_Sequence.seq,58275,58331,-,57,5,11,21,13,10,1,1,1,17,0,0
Tko-sR03,TS559_Genomic_Sequence.seq,58303,58357,-,55,5,11,22,13,9,1,1,1,17,0,0
Tko-sR04,TS559_Genomic_Sequence.seq,87729,87781,+,53,0,0,10,10,13,1,0,0,7,0,0
Tko-sR05,TS559_Genomic_Sequence.seq,100200,100260,-,61,0,0,1,0,0,0,0,0,0,0,0
Tko-sR06,TS559_Genomic_Sequence.seq,113603,113663,+,61,0,0,0,0,0,0,0,0,0,0,0
